buyer_id,recency,frequency,monetary,R,F,M,segment,contactable,opt_in_email,opt_in_push,source,dept
B03770,40,1,54.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03771,40,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B03772,40,1,54.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03773,40,1,78.3,3,1,4,Gros paniers,True,True,False,Tournée ORBITE,67
B03774,40,1,47.52,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03775,40,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03776,40,1,81.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03777,40,1,47.52,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03778,40,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,69
B03779,40,1,27.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03780,40,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03781,40,1,54.0,3,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03782,40,1,47.52,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03783,40,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03784,40,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B03785,40,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03786,40,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03787,39,2,99.52000000000001,3,2,4,Multi-dates,False,False,False,Tournée ORBITE,67
B03788,39,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03789,39,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,33
B03790,39,1,47.52,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03791,39,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03792,39,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,75
B03793,39,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03794,39,1,47.52,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03795,39,1,81.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,34
B03796,39,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03797,39,1,81.0,3,1,4,Gros paniers,True,True,True,Tournée ORBITE,44
B03798,39,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03799,39,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03800,39,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03801,39,1,27.0,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03802,39,1,23.76,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03803,38,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03804,38,1,47.52,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03805,38,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03806,38,1,27.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03807,38,1,47.52,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03808,38,1,27.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03809,38,1,156.6,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03810,38,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03811,37,1,27.0,3,1,1,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03812,37,1,23.76,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03813,37,1,71.28,3,1,3,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03814,37,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03815,37,1,78.3,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,34
B03816,37,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03817,37,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03818,37,1,23.76,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03819,37,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03820,37,1,47.52,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03821,37,1,27.0,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03822,37,1,27.0,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03823,36,1,27.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,BE
B03824,15,2,83.0,4,2,4,Multi-dates,False,True,False,Tournée ORBITE,67
B03825,36,1,23.76,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,BE
B03826,36,1,78.3,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03827,36,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03828,36,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03829,36,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03830,36,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B03831,36,1,23.76,3,1,1,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03832,36,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B03833,36,1,27.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03834,36,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03835,36,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B03836,36,1,27.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,75
B03837,35,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03838,35,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03839,35,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03840,35,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03841,34,1,78.3,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03842,34,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03843,34,1,27.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,33
B03844,34,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,BE
B03845,34,1,81.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,33
B03846,34,1,54.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03847,34,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03848,34,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03849,34,1,78.3,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03850,33,1,54.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03851,33,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03852,33,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03853,33,1,78.3,3,1,4,Gros paniers,False,False,True,Tournée ORBITE,67
B03854,33,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,75
B03855,33,1,54.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,35
B03856,33,1,54.0,3,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,31
B03857,33,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,34
B03858,32,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03859,32,1,39.15,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03860,32,1,27.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03861,32,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03862,31,1,27.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03863,31,1,108.0,3,1,4,Gros paniers,False,True,True,Tournée ORBITE,33
B03864,31,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03865,31,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,35
B03866,31,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03867,31,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,33
B03868,30,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03869,30,1,27.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,44
B03870,29,1,54.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03871,29,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03872,27,1,81.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,31
B03873,27,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03874,27,1,81.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03875,27,1,54.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03876,27,1,81.0,3,1,4,Gros paniers,False,True,True,Tournée ORBITE,67
B03877,26,1,78.3,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03878,25,1,54.0,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03879,25,1,54.0,4,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,33
B03880,24,1,27.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03881,24,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,BE
B03882,24,1,81.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03883,23,1,54.0,4,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03884,23,1,81.0,4,1,4,Gros paniers,True,True,False,Tournée ORBITE,67
B03885,22,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03886,22,1,27.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03887,22,1,27.0,4,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03888,22,1,54.0,4,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03889,21,1,54.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,33
B03890,21,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,59
B03891,20,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03892,20,1,81.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03893,20,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03894,19,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03895,18,1,78.3,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03896,17,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03897,16,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,59
B03898,16,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03899,15,1,27.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03900,15,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03901,14,1,78.3,4,1,4,Gros paniers,False,False,True,Tournée ORBITE,67
B03902,14,1,27.0,4,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03903,14,1,47.52,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03904,13,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03905,13,1,78.3,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03906,12,1,27.0,4,1,1,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03907,12,1,54.0,4,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,67
B03908,12,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03909,11,1,54.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03910,11,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,69
B03911,10,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03912,10,1,27.0,4,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03913,10,1,39.15,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03914,10,1,81.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,67
B03915,10,1,27.0,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03916,9,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03917,9,1,78.3,4,1,4,Gros paniers,False,True,True,Tournée ORBITE,67
B03918,9,1,27.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,31
B03919,9,1,54.0,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03920,9,1,27.0,4,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,59
B03921,9,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03922,8,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,31
B03923,7,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03924,7,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03925,7,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03926,7,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03927,6,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03928,6,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03929,6,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03930,6,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03931,5,1,54.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03932,5,2,83.0,4,2,4,Multi-dates,False,False,False,Tournée ORBITE,67
B03933,4,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03934,3,1,27.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03935,3,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03936,2,1,54.0,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,67
B03937,2,1,27.0,4,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,67
B03938,2,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03939,1,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03940,1,1,54.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03941,1,1,108.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,67
B03942,1,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,67
B03943,0,1,54.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,67
B03944,0,1,47.52,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03945,0,1,54.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,33
B03946,42,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03947,42,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03948,42,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03949,42,1,78.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,13
B03950,42,1,78.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,13
B03951,42,1,45.76,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B03952,42,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03953,42,1,45.76,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03954,42,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03955,42,1,78.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,13
B03956,42,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B03957,42,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03958,42,1,45.76,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B03959,42,1,22.88,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03960,42,1,45.76,3,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,13
B03961,42,1,78.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,33
B03962,42,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B03963,42,1,22.88,3,1,1,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B03964,42,1,26.0,3,1,1,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03965,42,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03966,41,1,22.88,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03967,41,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,59
B03968,41,1,45.76,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,67
B03969,41,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03970,41,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03971,41,1,37.7,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03972,41,1,78.0,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,13
B03973,41,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03974,41,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03975,41,1,75.4,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,13
B03976,41,1,52.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B03977,41,1,75.4,3,1,4,Gros paniers,False,False,True,Tournée ORBITE,13
B03978,41,1,113.1,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,13
B03979,41,1,26.0,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B03980,40,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,35
B03981,40,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,75
B03982,40,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03983,18,2,110.0,4,2,4,Multi-dates,True,True,False,Tournée ORBITE,13
B03984,40,1,52.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B03985,40,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03986,40,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03987,39,1,37.7,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,34
B03988,39,1,45.76,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03989,39,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03990,39,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B03991,39,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,BE
B03992,39,1,52.0,3,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,13
B03993,39,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03994,39,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B03995,39,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B03996,39,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03997,39,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03998,39,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B03999,39,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04000,39,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,44
B04001,38,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04002,38,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B04003,38,1,52.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04004,38,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04005,37,1,22.88,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04006,37,1,75.4,3,1,4,Gros paniers,False,False,False,Tournée ORBITE,13
B04007,37,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04008,37,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04009,37,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04010,37,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04011,37,1,45.76,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04012,37,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04013,36,1,52.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B04014,36,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04015,36,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04016,36,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04017,36,1,52.0,3,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,69
B04018,35,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04019,35,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04020,35,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04021,35,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04022,35,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,69
B04023,35,1,26.0,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,35
B04024,34,1,52.0,3,1,2,Nouveaux acheteurs,True,True,True,Tournée ORBITE,13
B04025,34,1,26.0,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04026,34,1,26.0,3,1,1,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04027,34,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04028,34,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04029,33,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04030,33,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04031,33,1,104.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,34
B04032,33,1,52.0,3,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B04033,32,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04034,31,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04035,31,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04036,31,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,BE
B04037,30,1,52.0,3,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04038,30,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04039,30,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04040,29,1,26.0,3,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04041,28,1,52.0,3,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04042,27,1,52.0,3,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,BE
B04043,27,1,78.0,3,1,4,Gros paniers,False,True,False,Tournée ORBITE,13
B04044,27,1,78.0,3,1,4,Gros paniers,True,True,True,Tournée ORBITE,13
B04045,27,1,26.0,3,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04046,26,1,104.0,4,1,4,Gros paniers,False,True,False,Tournée ORBITE,13
B04047,26,1,52.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04048,26,1,52.0,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B04049,26,1,52.0,4,1,2,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04050,25,1,26.0,4,1,1,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04051,25,1,52.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04052,25,1,52.0,4,1,2,Nouveaux acheteurs,False,False,False,Tournée ORBITE,13
B04053,25,1,52.0,4,1,2,Nouveaux acheteurs,False,False,True,Tournée ORBITE,13
B04054,24,1,75.4,4,1,4,Gros paniers,True,True,False,Tournée ORBITE,13
B04055,23,1,78.0,4,1,4,Gros paniers,False,False,False,Tournée ORBITE,13
B04056,23,1,52.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,59
B04057,23,1,52.0,4,1,2,Nouveaux acheteurs,True,True,False,Tournée ORBITE,13
B04058,22,1,26.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04059,22,1,26.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,31
B04060,20,1,52.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,35
B04061,19,1,52.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04062,18,1,26.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
B04063,17,1,52.0,4,1,2,Nouveaux acheteurs,False,True,True,Tournée ORBITE,13
B04064,17,1,26.0,4,1,1,Nouveaux acheteurs,False,True,False,Tournée ORBITE,13
